epoch,binary_crossentropy,loss,val_binary_crossentropy,val_loss
83,0.1382965842555204,0.13829656644292046,0.3282675352361467,0.32826750697912993
84,0.13853824203749482,0.1385382241880412,0.302272719807095,0.3022726986143324
85,0.13833318378005457,0.13833316511982055,0.3193840753149103,0.3193840455125879
86,0.1382698217331626,0.1382698002474817,0.3157697055074904,0.3157696792372951
87,0.1377708786839016,0.13777085880749695,0.3132848335636987,0.3132848053066819
88,0.1367175656095184,0.13671754717040632,0.3284709499941932,0.32847093432037916
89,0.1374137295196593,0.13741371117882362,0.3452680589976134,0.3452680433237994
90,0.13741434361211347,0.13741432271609105,0.31711520618862576,0.31711518698268465
91,0.1371759544299441,0.13717593337422251,0.3324726034093786,0.33247257360705623
92,0.13670856609436863,0.13670854519834622,0.34500171498016075,0.3450016781135842
93,0.1364385632080965,0.13643854244720416,0.32687488507341456,0.32687485527109217
94,0.13594159600612848,0.1359415727883258,0.3368619872464074,0.3368619680404663
95,0.13587827403144412,0.1358782516612755,0.31991177466180587,0.3199117605332975
96,0.1358607067048599,0.13586068515775623,0.3453144724722262,0.3453144442152094
97,0.13480433505965184,0.13480431445845867,0.3113876985179053,0.31138768085726987
98,0.13491505495006156,0.13491503232191734,0.3354173077477349,0.33541727794541254
99,0.13448584255411522,0.1344858187098004,0.3334121083771741,0.3334120942486657
